epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.00584665474489302,1.3505559,0.3903371301007886,0.5332156098817399,0.16586984020823112,0.23013820334036075,0.10974488057273661,0.1395291394722801,
6,-0.00800720689482678,0.8880707,0.3275208511092974,0.5332156098817399,0.14137642389347738,0.23013820334036075,0.09768361498687587,0.1395291394722801,
11,-0.00905142209187765,0.8349054,0.3792136707683629,0.5332156098817399,0.15820936096319357,0.23013820334036075,0.10299343171741475,0.1395291394722801,
16,-0.008848604952741082,0.77475965,0.44436337546961985,0.5332156098817399,0.2026681308181937,0.23013820334036075,0.12064770662356791,0.1395291394722801,
21,-0.00955003594188865,0.7242966,0.49831931486102854,0.5332156098817399,0.2400013612223243,0.23013820334036075,0.13511655395136224,0.1395291394722801,
26,-0.007819231434761476,0.68541586,0.521494679226911,0.5332156098817399,0.2666537626733017,0.23013820334036075,0.15366149773626342,0.1395291394722801,
31,-0.007401857087982206,0.6495637,0.5448420750023509,0.5332156098817399,0.2859496023495561,0.23013820334036075,0.16358015736257894,0.1395291394722801,
36,-0.007536576141918206,0.6172043,0.559810258969349,0.5332156098817399,0.2995961637021965,0.23013820334036075,0.17225912082184183,0.1395291394722801,
41,-0.010796898952251157,0.5894148,0.5883034958934792,0.5332156098817399,0.31989644376111,0.23013820334036075,0.17091026023272696,0.1395291394722801,
46,-0.008015222124823721,0.55899656,0.5978442147549005,0.5332156098817399,0.33074062708760293,0.23013820334036075,0.18440897376228102,0.1395291394722801,
51,-0.007398105252198049,0.5413515,0.6050301407562722,0.5332156098817399,0.3308787452654714,0.23013820334036075,0.18786766325916499,0.1395291394722801,
56,-0.006571368498615393,0.5646378,0.6147446624461352,0.5332156098817399,0.3378383925243011,0.23013820334036075,0.19852179122012203,0.1395291394722801,
61,-0.007067404352182194,0.58337647,0.6429221873595169,0.5332156098817399,0.35086240011486475,0.23013820334036075,0.2057191848612725,0.1395291394722801,
66,-0.007065800016475884,0.5978978,0.6651037941269005,0.5332156098817399,0.3720969652322094,0.23013820334036075,0.2131095167750716,0.1395291394722801,
71,-0.007882772792451018,0.6072657,0.6825324367169018,0.5332156098817399,0.3825112625687769,0.23013820334036075,0.2170650833162506,0.1395291394722801,
76,-0.008635005982465941,0.6150909,0.6799597684890705,0.5332156098817399,0.38339902735885245,0.23013820334036075,0.21493900347846087,0.1395291394722801,
81,-0.008895955668660966,0.6223746,0.6337753043200566,0.5332156098817399,0.3487709079774918,0.23013820334036075,0.20111895423779796,0.1395291394722801,
86,-0.008638702565343806,0.6284884,0.6081864973506075,0.5332156098817399,0.32098464088529677,0.23013820334036075,0.18593186821392235,0.1395291394722801,
91,-0.00891061036083429,0.6366136,0.5764798122983993,0.5332156098817399,0.29985504952651404,0.23013820334036075,0.17330090017417527,0.1395291394722801,
96,-0.008728398742589223,0.64570594,0.5610060319590787,0.5332156098817399,0.28513838330958674,0.23013820334036075,0.1654190847710391,0.1395291394722801,
100,-0.009551326895754155,0.64808655,0.5483555677059488,0.5332156098817399,0.2803124807163647,0.23013820334036075,0.1611492453420744,0.1395291394722801,
