epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.01588880290247795,4.5342593,0.23796431337925225,0.4654336667777422,0.09568486498409462,0.18075894295393086,0.06467513710730487,0.10387762622296069,
6,-0.024277754384535544,3.453921,0.29221539908814886,0.4654336667777422,0.11038447753265168,0.18075894295393086,0.0684481165547856,0.10387762622296069,
11,-0.02122735654726596,3.0035772,0.3629421663145349,0.4654336667777422,0.14423678622320915,0.18075894295393086,0.08522958643844733,0.10387762622296069,
16,-0.019592626363053527,2.6377964,0.3773885300829428,0.4654336667777422,0.1594223220678097,0.18075894295393086,0.09898267987485732,0.10387762622296069,
21,-0.02130683748309708,2.2832065,0.4360396865920551,0.4654336667777422,0.18500414891810354,0.18075894295393086,0.10455270592039471,0.10387762622296069,
26,-0.023422247656949915,1.9757149,0.42191026078113314,0.4654336667777422,0.17878578732648034,0.18075894295393086,0.10041618236529991,0.10387762622296069,
31,-0.020283061892777184,1.7366445,0.4438606402266092,0.4654336667777422,0.2042584233146095,0.18075894295393086,0.1165794682307493,0.10387762622296069,
36,-0.021310455344948933,1.5719625,0.4663823793053256,0.4654336667777422,0.22277611197526828,0.18075894295393086,0.12607477667060207,0.10387762622296069,
41,-0.020857357266526374,1.450422,0.48154715672020226,0.4654336667777422,0.23896852562862522,0.18075894295393086,0.13586853631674545,0.10387762622296069,
46,-0.01978168995802418,1.3515242,0.4760466979481663,0.4654336667777422,0.2403706497775192,0.18075894295393086,0.1408928130764276,0.10387762622296069,
51,-0.020074052171053552,1.2925118,0.5060144304857963,0.4654336667777422,0.26107398731500836,0.18075894295393086,0.14955165036999205,0.10387762622296069,
56,-0.018912158630454343,1.3672006,0.5444073962133226,0.4654336667777422,0.28289338866636954,0.18075894295393086,0.15768666750227847,0.10387762622296069,
61,-0.019543067892254046,1.4373873,0.5632223326221879,0.4654336667777422,0.29126974260411265,0.18075894295393086,0.16231272919706047,0.10387762622296069,
66,-0.020619801547592756,1.4968379,0.5599331478624874,0.4654336667777422,0.28186205343237763,0.18075894295393086,0.15354149574631468,0.10387762622296069,
71,-0.020905915437447884,1.5534152,0.5402860106964733,0.4654336667777422,0.2651073544269066,0.18075894295393086,0.1466392960300585,0.10387762622296069,
76,-0.021210276287361947,1.6148536,0.5191518998872776,0.4654336667777422,0.25282532432214516,0.18075894295393086,0.14380031622978703,0.10387762622296069,
81,-0.02119916185873579,1.677835,0.4982493452543887,0.4654336667777422,0.23911868426921415,0.18075894295393086,0.1396372521706312,0.10387762622296069,
86,-0.02188854262034978,1.7541947,0.4785156741153287,0.4654336667777422,0.2290581732749243,0.18075894295393086,0.13537032997867088,0.10387762622296069,
91,-0.02306147124053554,1.8575466,0.4596765737589816,0.4654336667777422,0.22109890087704298,0.18075894295393086,0.1311530846007871,0.10387762622296069,
96,-0.02249144978771434,1.9080335,0.45536802853837594,0.4654336667777422,0.21459707379852574,0.18075894295393086,0.1279512391030431,0.10387762622296069,
100,-0.02404835731954148,1.917072,0.46066793699894787,0.4654336667777422,0.21896331974052163,0.18075894295393086,0.1273979613085035,0.10387762622296069,
