epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.004250116532005498,1.3895872,0.2772514617890911,0.2725876743153588,0.15746857502761888,0.1526324591273228,0.12855727904553496,0.12537829204094994,
6,-0.0065925624497758665,0.8838456,0.33692869288530053,0.2725876743153588,0.14130240610400438,0.1526324591273228,0.09632677525275013,0.12537829204094994,
11,-0.007333043887102691,0.8067124,0.40954075746042684,0.2725876743153588,0.17665566337239677,0.1526324591273228,0.10638260134764754,0.12537829204094994,
16,-0.007435178877935966,0.74347895,0.4761494474043766,0.2725876743153588,0.2290336794500364,0.1526324591273228,0.13114990714389066,0.12537829204094994,
21,-0.007838910561437111,0.69714403,0.5196913963565752,0.2725876743153588,0.25999417265235336,0.1526324591273228,0.14266540600403893,0.12537829204094994,
26,-0.007841462214894384,0.65457284,0.5409341396395043,0.2725876743153588,0.28234053577183027,0.1526324591273228,0.1536476204038641,0.12537829204094994,
31,-0.005647747163519542,0.6150227,0.5443569990036293,0.2725876743153588,0.29024821938067,0.1526324591273228,0.16683708654862964,0.12537829204094994,
36,-0.008396336687346123,0.5784037,0.5664894563624028,0.2725876743153588,0.31049564624244913,0.1526324591273228,0.17202261926946869,0.12537829204094994,
41,-0.0059835980811936695,0.54543865,0.562687147581624,0.2725876743153588,0.3083622014792338,0.1526324591273228,0.17854333235737785,0.12537829204094994,
46,-0.007998979526385105,0.5203513,0.5973273451426678,0.2725876743153588,0.336062782534355,0.1526324591273228,0.18539339159197687,0.12537829204094994,
51,-0.005904665282548337,0.50439304,0.6224860456390042,0.2725876743153588,0.35761602251105395,0.1526324591273228,0.2062977948399381,0.12537829204094994,
56,-0.006679920335211297,0.5276917,0.5987943026044303,0.2725876743153588,0.32510555099754995,0.1526324591273228,0.18502505854595547,0.12537829204094994,
61,-0.007737757315592346,0.54662526,0.5928082418589297,0.2725876743153588,0.31658328559534027,0.1526324591273228,0.17629208969266266,0.12537829204094994,
66,-0.006923260762985987,0.56140536,0.5839840803853461,0.2725876743153588,0.3196783833406617,0.1526324591273228,0.18295620885933672,0.12537829204094994,
71,-0.0070740780117728615,0.5770471,0.5921570644671231,0.2725876743153588,0.3312495784053656,0.1526324591273228,0.19053327104924872,0.12537829204094994,
76,-0.007769262365921751,0.59079444,0.6108521146596829,0.2725876743153588,0.33834274337265857,0.1526324591273228,0.1925696022549537,0.12537829204094994,
81,-0.006555304485154295,0.604878,0.5993814011682512,0.2725876743153588,0.3356300475741185,0.1526324591273228,0.19691177269590007,0.12537829204094994,
86,-0.006111424970698152,0.61924547,0.5882276740744683,0.2725876743153588,0.3286196162123496,0.1526324591273228,0.1996516560839017,0.12537829204094994,
91,-0.0062395164348703,0.6259034,0.5937146089984978,0.2725876743153588,0.33436727469802496,0.1526324591273228,0.20234834551585412,0.12537829204094994,
96,-0.006739158362962115,0.63064253,0.5916784934610131,0.2725876743153588,0.33600684136485526,0.1526324591273228,0.1998350969141165,0.12537829204094994,
100,-0.006362617109839577,0.6344685,0.5766795176263249,0.2725876743153588,0.3189577792990752,0.1526324591273228,0.19253732507392418,0.12537829204094994,
