epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.0169340718656923,4.7303295,0.2439206115507085,0.535186601038068,0.09061012815269608,0.21149104860215417,0.05742096423100062,0.10775204256606732,
6,-0.021254801151266704,3.4418921,0.2935008066202479,0.535186601038068,0.12033648690414331,0.21149104860215417,0.07870596167599946,0.10775204256606732,
11,-0.02245030912486243,3.029463,0.32565804280654453,0.535186601038068,0.13386368137310237,0.21149104860215417,0.0840111014310893,0.10775204256606732,
16,-0.021438556169898242,2.6338544,0.4083590614094211,0.535186601038068,0.17133484278189734,0.21149104860215417,0.10126239678593373,0.10775204256606732,
21,-0.02635949111720561,2.3265402,0.3974065320698592,0.535186601038068,0.16028554974246226,0.21149104860215417,0.08943342813197945,0.10775204256606732,
26,-0.021091709936635228,2.0135694,0.4432375211069391,0.535186601038068,0.19902894260066087,0.21149104860215417,0.11462735102644357,0.10775204256606732,
31,-0.02327360420247889,1.774428,0.4422865923944778,0.535186601038068,0.20042884047835888,0.21149104860215417,0.11149298557132986,0.10775204256606732,
36,-0.020658068196385423,1.5955191,0.4709793985080294,0.535186601038068,0.2248530082264662,0.21149104860215417,0.12709654449645555,0.10775204256606732,
41,-0.02258545177562353,1.4514457,0.4612866301788011,0.535186601038068,0.2263522897351546,0.21149104860215417,0.12938750566983087,0.10775204256606732,
46,-0.021039735672577733,1.347446,0.487619820143234,0.535186601038068,0.2468613476372597,0.21149104860215417,0.1419372824110293,0.10775204256606732,
51,-0.021794882412313827,1.2828228,0.48967586968146243,0.535186601038068,0.24838853083794174,0.21149104860215417,0.14397963883222376,0.10775204256606732,
56,-0.02216282165785448,1.3437557,0.5215791333482955,0.535186601038068,0.26451147080203746,0.21149104860215417,0.14646934275982848,0.10775204256606732,
61,-0.02261437629430045,1.4074607,0.5224170999668245,0.535186601038068,0.26022728319359933,0.21149104860215417,0.1452394520009567,0.10775204256606732,
66,-0.02154942949846651,1.4743645,0.5217986539714,0.535186601038068,0.26153612709053253,0.21149104860215417,0.14790625008295252,0.10775204256606732,
71,-0.022711909496207723,1.5447747,0.5187123675688022,0.535186601038068,0.26126732631973354,0.21149104860215417,0.14575412327710122,0.10775204256606732,
76,-0.02253538186126759,1.6019878,0.5220844470357797,0.535186601038068,0.2635489274547175,0.21149104860215417,0.14869963789484045,0.10775204256606732,
81,-0.02234180294116295,1.6529528,0.5167483964849922,0.535186601038068,0.25579546522275226,0.21149104860215417,0.14297166158344143,0.10775204256606732,
86,-0.022481895724004802,1.68773,0.518858148145682,0.535186601038068,0.2609427708166147,0.21149104860215417,0.14542771135642876,0.10775204256606732,
91,-0.023311041973155824,1.7068924,0.5122302696695227,0.535186601038068,0.24828402089820964,0.21149104860215417,0.13811172886455866,0.10775204256606732,
96,-0.023407877953584084,1.7253891,0.5105695107293788,0.535186601038068,0.24892178739743592,0.21149104860215417,0.13886382060533303,0.10775204256606732,
100,-0.023661194412660604,1.735902,0.5080957006634,0.535186601038068,0.24563722498130086,0.21149104860215417,0.13753630720004587,0.10775204256606732,
