epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.00190185655526646,0.48171282,0.19729711346113676,0.5081241193814757,0.06787064983434025,0.1825571119727972,0.0406017365945478,0.08665835614861071,
6,-0.0016735992955421203,0.30929518,0.17060458515033186,0.5081241193814757,0.08585704125970851,0.1825571119727972,0.06716289810656353,0.08665835614861071,
11,-0.002090258683978057,0.2803558,0.24264131889175827,0.5081241193814757,0.10109243487245125,0.1825571119727972,0.07103351263871033,0.08665835614861071,
16,-0.0018499028246845898,0.25615317,0.2911532769593734,0.5081241193814757,0.12069964763890645,0.1825571119727972,0.08017756366016188,0.08665835614861071,
21,-0.0016332109456511598,0.23613362,0.3169493416058178,0.5081241193814757,0.13407048544254296,0.1825571119727972,0.0866453094409014,0.08665835614861071,
26,-0.0017108120500463355,0.2164895,0.3589288095888656,0.5081241193814757,0.15450486998561658,0.1825571119727972,0.09434856633838276,0.08665835614861071,
31,-0.0023202023896810313,0.2012358,0.3670713071828408,0.5081241193814757,0.1524946950842854,0.1825571119727972,0.08554853890504485,0.08665835614861071,
36,-0.0017145784108566204,0.18206337,0.3674437659680144,0.5081241193814757,0.16156699486633533,0.1825571119727972,0.095072144483819,0.08665835614861071,
41,-0.0017054787799553152,0.1698273,0.37359338006728005,0.5081241193814757,0.16746058562465696,0.1825571119727972,0.09772142987222694,0.08665835614861071,
46,-0.0017474104805660967,0.15797137,0.3852762242296789,0.5081241193814757,0.17517503228650547,0.1825571119727972,0.10186606242374738,0.08665835614861071,
51,-0.0012956894756598818,0.15113504,0.39407648509919824,0.5081241193814757,0.18503556881917607,0.1825571119727972,0.11002484747133602,0.08665835614861071,
56,-0.0015557507704483497,0.1630117,0.42949610597240206,0.5081241193814757,0.20097623647559026,0.1825571119727972,0.1161583924315832,0.08665835614861071,
61,-0.0014616178849437933,0.17437117,0.4380813018054638,0.5081241193814757,0.21076909638231617,0.1825571119727972,0.12561858740342227,0.08665835614861071,
66,-0.0013975566134146451,0.17927328,0.4243799421320553,0.5081241193814757,0.20277934107307746,0.1825571119727972,0.12261241048685648,0.08665835614861071,
71,-0.0018874348520524868,0.18279941,0.437787015996556,0.5081241193814757,0.20943772683104006,0.1825571119727972,0.12162263211505012,0.08665835614861071,
76,-0.001998775239723069,0.18652266,0.4354498067152624,0.5081241193814757,0.20446808225718488,0.1825571119727972,0.11619441914593219,0.08665835614861071,
81,-0.001801001829969387,0.19080128,0.41355291773045616,0.5081241193814757,0.19082706813755287,0.1825571119727972,0.11150958102998389,0.08665835614861071,
86,-0.0016608899863776823,0.19545954,0.3785416405078929,0.5081241193814757,0.17872752537889416,0.1825571119727972,0.11327337773639413,0.08665835614861071,
91,-0.0014230937705583177,0.19879764,0.36649775206590535,0.5081241193814757,0.17537855729247478,0.1825571119727972,0.11479911577775362,0.08665835614861071,
96,-0.001555165464790598,0.19752897,0.3622109942613296,0.5081241193814757,0.1719728357267491,0.1825571119727972,0.11366994197093788,0.08665835614861071,
100,-0.0016769051037030661,0.19725595,0.3571062479897756,0.5081241193814757,0.16794639937516442,0.1825571119727972,0.10964932297656532,0.08665835614861071,
