epochs, nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,1.2948518,0.19916845805483593,0.6470144385625616,0.074907730640895,0.31900798882358206,0.047337097002890405,0.15358330525199598,
6,0.90699494,0.33398542398529574,0.6470144385625616,0.14130946151925727,0.31900798882358206,0.08025724225546453,0.15358330525199598,
11,0.8203587,0.4042901044769904,0.6470144385625616,0.197344999539921,0.31900798882358206,0.107669444806132,0.15358330525199598,
16,0.7668202,0.442320402432397,0.6470144385625616,0.2216180793554162,0.31900798882358206,0.11832849244274633,0.15358330525199598,
21,0.72796017,0.4498066411879119,0.6470144385625616,0.23373134854096855,0.31900798882358206,0.13087098528989136,0.15358330525199598,
26,0.69498944,0.4683883949445265,0.6470144385625616,0.24452463594293417,0.31900798882358206,0.13556716405784355,0.15358330525199598,
31,0.66853124,0.47917655759778005,0.6470144385625616,0.2553183228567779,0.31900798882358206,0.14081850106490212,0.15358330525199598,
36,0.66160005,0.4888474983648486,0.6470144385625616,0.26145170805084367,0.31900798882358206,0.14066538079032803,0.15358330525199598,
41,0.6366769,0.4737337021140446,0.6470144385625616,0.2541866463662157,0.31900798882358206,0.13664832227010368,0.15358330525199598,
46,0.6203554,0.4879451454422409,0.6470144385625616,0.2608035806348283,0.31900798882358206,0.1422733695863537,0.15358330525199598,
51,0.6364172,0.5432675810223918,0.6470144385625616,0.30157888729609195,0.31900798882358206,0.16943208779507912,0.15358330525199598,
56,0.61830294,0.5277038846879685,0.6470144385625616,0.28105361248489485,0.31900798882358206,0.1569050922968935,0.15358330525199598,
61,0.65143704,0.5428409208203702,0.6470144385625616,0.2807940734482628,0.31900798882358206,0.15617336795221717,0.15358330525199598,
66,0.64448184,0.5170346109877576,0.6470144385625616,0.26817326539944636,0.31900798882358206,0.1505549620103465,0.15358330525199598,
71,0.6883411,0.5424550658429647,0.6470144385625616,0.28332285197459056,0.31900798882358206,0.16467673348260525,0.15358330525199598,
76,0.69188863,0.5148495496750929,0.6470144385625616,0.2600146749364182,0.31900798882358206,0.15371574944399927,0.15358330525199598,
81,0.7153377,0.5104228008936851,0.6470144385625616,0.2525016071067419,0.31900798882358206,0.15129050378415673,0.15358330525199598,
86,0.7240328,0.4970538810619995,0.6470144385625616,0.24432437946739363,0.31900798882358206,0.14577664729130274,0.15358330525199598,
91,0.7367829,0.4964950622052082,0.6470144385625616,0.24405337689347842,0.31900798882358206,0.1442062580652735,0.15358330525199598,
96,0.74674547,0.4939263516472062,0.6470144385625616,0.23910805364647889,0.31900798882358206,0.138642421701951,0.15358330525199598,
100,0.7517696,0.5149718596836658,0.6470144385625616,0.2572594603018273,0.31900798882358206,0.1495930160299461,0.15358330525199598,
