epochs, nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,4.3255334,0.14276641293079997,0.3958686495311001,0.058709715178994884,0.16040970638552415,0.0399066178644437,0.08421724855103889,
6,3.3800042,0.24075818463748086,0.3958686495311001,0.08789114011354493,0.16040970638552415,0.05157775645656702,0.08421724855103889,
11,2.9890635,0.25923116163182686,0.3958686495311001,0.09602001975283221,0.16040970638552415,0.05448879605994351,0.08421724855103889,
16,2.641211,0.26250972829764796,0.3958686495311001,0.10521237361257006,0.16040970638552415,0.06252591916177225,0.08421724855103889,
21,2.3540614,0.2778220242802981,0.3958686495311001,0.10889481220841903,0.16040970638552415,0.06168333510526877,0.08421724855103889,
26,2.163619,0.2961425523536562,0.3958686495311001,0.11639132092827915,0.16040970638552415,0.06407119373910633,0.08421724855103889,
31,2.0211759,0.3006793446079864,0.3958686495311001,0.12055250421239957,0.16040970638552415,0.06744743649381345,0.08421724855103889,
36,1.93098,0.3103028304910085,0.3958686495311001,0.1301083533981645,0.16040970638552415,0.07278702798380218,0.08421724855103889,
41,1.8560301,0.3052723306009532,0.3958686495311001,0.1277203619483133,0.16040970638552415,0.07148273638785052,0.08421724855103889,
46,1.8296201,0.31427247171948475,0.3958686495311001,0.13034861291689823,0.16040970638552415,0.0712678075320635,0.08421724855103889,
51,1.7852148,0.3358395373753407,0.3958686495311001,0.13957859850585955,0.16040970638552415,0.07715046908349886,0.08421724855103889,
56,1.8386662,0.39146695549765814,0.3958686495311001,0.16672356453525308,0.16040970638552415,0.08998417764971998,0.08421724855103889,
61,1.912553,0.4074039425834593,0.3958686495311001,0.17532030904788107,0.16040970638552415,0.09558823226306085,0.08421724855103889,
66,1.9525687,0.41727951309889527,0.3958686495311001,0.17859982728737597,0.16040970638552415,0.09741526304134154,0.08421724855103889,
71,1.9920849,0.41405698109275113,0.3958686495311001,0.17736681494617365,0.16040970638552415,0.09667556993945009,0.08421724855103889,
76,2.042992,0.4132868456615276,0.3958686495311001,0.17515309872944015,0.16040970638552415,0.09566083138656996,0.08421724855103889,
81,2.1015456,0.4084183875972566,0.3958686495311001,0.16832109401099102,0.16040970638552415,0.09146034595418744,0.08421724855103889,
86,2.1372406,0.4085753196143403,0.3958686495311001,0.1651230559032014,0.16040970638552415,0.08998002758378332,0.08421724855103889,
91,2.1534705,0.4044142601374053,0.3958686495311001,0.16424514217085645,0.16040970638552415,0.0907368858518037,0.08421724855103889,
96,2.1837273,0.3925630484221981,0.3958686495311001,0.15681514140311503,0.16040970638552415,0.08737889412219194,0.08421724855103889,
100,2.2185507,0.39369425870502905,0.3958686495311001,0.1588076395950144,0.16040970638552415,0.08830987058357749,0.08421724855103889,
