epochs, nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,4.4437265,0.10424880717529926,0.5491702562796049,0.04831588493192525,0.33889630447277835,0.03501142983387735,0.21906644289633298,
6,3.452015,0.2081125667315206,0.5491702562796049,0.07697192656435616,0.33889630447277835,0.046944955975787045,0.21906644289633298,
11,2.9674323,0.24795375266201838,0.5491702562796049,0.099786385884354,0.33889630447277835,0.060110637152872536,0.21906644289633298,
16,2.6367285,0.2821646736130771,0.5491702562796049,0.11650571470062387,0.33889630447277835,0.06969163965934351,0.21906644289633298,
21,2.304144,0.28536731303606716,0.5491702562796049,0.11755656665539142,0.33889630447277835,0.06935685983415114,0.21906644289633298,
26,2.1055353,0.2799047510470405,0.5491702562796049,0.11615453453229954,0.33889630447277835,0.06650053527353028,0.21906644289633298,
31,2.023899,0.2989034475731353,0.5491702562796049,0.12136850163367673,0.33889630447277835,0.06782063896437183,0.21906644289633298,
36,1.9262035,0.2966598049276818,0.5491702562796049,0.12449784610020596,0.33889630447277835,0.06993083703732682,0.21906644289633298,
41,1.8555429,0.28649522874849404,0.5491702562796049,0.12348208395798276,0.33889630447277835,0.07067868881533558,0.21906644289633298,
46,1.7648809,0.30634005485528615,0.5491702562796049,0.1315173177209473,0.33889630447277835,0.07268955073759438,0.21906644289633298,
51,1.7340671,0.3368470413045549,0.5491702562796049,0.14630731031843977,0.33889630447277835,0.08012522626877143,0.21906644289633298,
56,1.8673648,0.3733329814897373,0.5491702562796049,0.1621654793540047,0.33889630447277835,0.08841130862030974,0.21906644289633298,
61,1.9805298,0.37829425924453375,0.5491702562796049,0.16284973757257493,0.33889630447277835,0.09062876743244605,0.21906644289633298,
66,1.9587694,0.36384861878909913,0.5491702562796049,0.15611505007591342,0.33889630447277835,0.09043677599119758,0.21906644289633298,
71,1.9530845,0.3510272157096393,0.5491702562796049,0.1525138634215876,0.33889630447277835,0.08916490627162736,0.21906644289633298,
76,1.9974344,0.3452538057752085,0.5491702562796049,0.14992272610408142,0.33889630447277835,0.08864075360169216,0.21906644289633298,
81,2.0639486,0.35203285247141397,0.5491702562796049,0.15559968794726356,0.33889630447277835,0.09224405768679442,0.21906644289633298,
86,2.137778,0.3624972091495371,0.5491702562796049,0.1568102864240393,0.33889630447277835,0.09228609839158369,0.21906644289633298,
91,2.1721158,0.3695290126722655,0.5491702562796049,0.16022769731421696,0.33889630447277835,0.09318092626918116,0.21906644289633298,
96,2.1895556,0.3915161489150502,0.5491702562796049,0.17102520439617075,0.33889630447277835,0.09482992245296075,0.21906644289633298,
100,2.1936016,0.40788442200809794,0.5491702562796049,0.17806469910226386,0.33889630447277835,0.0971239884652202,0.21906644289633298,
