epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.0217569082400999,4.699706,0.2175664501716959,0.4818037197734533,0.07800345361560473,0.1682041056620193,0.048024718044070804,0.08495997090874069,
6,-0.021062378173996088,3.3728485,0.29513832941097246,0.4818037197734533,0.11904141878001728,0.1682041056620193,0.07744133260053417,0.08495997090874069,
11,-0.024176126115422678,2.9174528,0.3674792435732674,0.4818037197734533,0.14477525280972622,0.1682041056620193,0.083086434259654,0.08495997090874069,
16,-0.02005328577010624,2.5393877,0.419877904871119,0.4818037197734533,0.18000279919043422,0.1682041056620193,0.10556755011123473,0.08495997090874069,
21,-0.02119610664954826,2.1621614,0.43148625148419306,0.4818037197734533,0.1861546024277944,0.1682041056620193,0.1054042097618137,0.08495997090874069,
26,-0.023349344979073348,1.8860058,0.4564971319098597,0.4818037197734533,0.2049369497562283,0.1682041056620193,0.11196145870039745,0.08495997090874069,
31,-0.02125190821229106,1.6618613,0.46348856473948236,0.4818037197734533,0.21670210646540808,0.1682041056620193,0.12198259670770382,0.08495997090874069,
36,-0.020752704682029017,1.4988723,0.47985053073940825,0.4818037197734533,0.23388394417555278,0.1682041056620193,0.1323300720282714,0.08495997090874069,
41,-0.02134974670898428,1.3839859,0.4713011305069764,0.4818037197734533,0.22826690457114637,0.1682041056620193,0.12978897731090328,0.08495997090874069,
46,-0.021489962908557925,1.2944381,0.47780578012379554,0.4818037197734533,0.24212050804200586,0.1682041056620193,0.14083644256715613,0.08495997090874069,
51,-0.019881856354857314,1.2366353,0.4890690806327877,0.4818037197734533,0.24922437039990517,0.1682041056620193,0.1470622550340129,0.08495997090874069,
56,-0.019637141974389295,1.3009417,0.5150615022938599,0.4818037197734533,0.26181692750164537,0.1682041056620193,0.15276853864112772,0.08495997090874069,
61,-0.019634712016519385,1.3754413,0.5166194041380785,0.4818037197734533,0.2567201388155247,0.1682041056620193,0.14752420593700077,0.08495997090874069,
66,-0.019998644392430258,1.4565097,0.5324186074807152,0.4818037197734533,0.2632546480436202,0.1682041056620193,0.14906275210403713,0.08495997090874069,
71,-0.02067146744565553,1.522979,0.5386527185261681,0.4818037197734533,0.2649519791996828,0.1682041056620193,0.1493678697571498,0.08495997090874069,
76,-0.020882471033549357,1.5779134,0.5351533365731053,0.4818037197734533,0.2612943586913549,0.1682041056620193,0.14594959326537044,0.08495997090874069,
81,-0.021196348574155408,1.6114076,0.5164960065025586,0.4818037197734533,0.24763815969049402,0.1682041056620193,0.14085005040324328,0.08495997090874069,
86,-0.022785278673460252,1.6390581,0.4986993127813267,0.4818037197734533,0.23837273363285716,0.1682041056620193,0.1347421177103729,0.08495997090874069,
91,-0.024411629669483036,1.665046,0.4877421172284828,0.4818037197734533,0.2305822223928685,0.1682041056620193,0.1309517666646019,0.08495997090874069,
96,-0.024530948270002222,1.6781986,0.505400846366716,0.4818037197734533,0.2415026707590009,0.1682041056620193,0.1353936178957444,0.08495997090874069,
100,-0.024273754275644335,1.6953568,0.5082643557531072,0.4818037197734533,0.2444428693493275,0.1682041056620193,0.1341021023957383,0.08495997090874069,
