epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.0022795542587531487,0.7143014,0.19455731692931724,0.4297663138631943,0.07786432796254951,0.13782814274693325,0.052342724962719196,0.07982947027858354,
6,-0.002299245770536214,0.45983356,0.18999148910696784,0.4297663138631943,0.0951267714168533,0.13782814274693325,0.07298969574830276,0.07982947027858354,
11,-0.0023922325953999383,0.42632416,0.21024317393503128,0.4297663138631943,0.09753857463901619,0.13782814274693325,0.0725982170904657,0.07982947027858354,
16,-0.0023374592888838804,0.38670784,0.24750602427533844,0.4297663138631943,0.11115546277223164,0.13782814274693325,0.0796465884716105,0.07982947027858354,
21,-0.0018080989577730867,0.35009828,0.2801236688583625,0.4297663138631943,0.13152566591681453,0.13782814274693325,0.09401590613257023,0.07982947027858354,
26,-0.00210687262595056,0.3174946,0.3126184679552074,0.4297663138631943,0.1420409137944993,0.13782814274693325,0.09551387502099722,0.07982947027858354,
31,-0.0021479366727652017,0.29074112,0.32159735500659403,0.4297663138631943,0.14178664288236267,0.13782814274693325,0.09289691579330232,0.07982947027858354,
36,-0.0022026515043502446,0.2648201,0.34197837059577113,0.4297663138631943,0.15825906691763875,0.13782814274693325,0.10425581445647158,0.07982947027858354,
41,-0.0018991328617521564,0.24595195,0.3414423638982855,0.4297663138631943,0.165234254490932,0.13782814274693325,0.11193397332641662,0.07982947027858354,
46,-0.0019877124538756974,0.22901216,0.3545102832012061,0.4297663138631943,0.1697863502347707,0.13782814274693325,0.1123318289422454,0.07982947027858354,
51,-0.00187518190477485,0.21976006,0.3568737542254073,0.4297663138631943,0.17621318177645784,0.13782814274693325,0.11898339382582321,0.07982947027858354,
56,-0.002254166169876189,0.23381215,0.3760632083178992,0.4297663138631943,0.1854354242971682,0.13782814274693325,0.12522092068341567,0.07982947027858354,
61,-0.0032101994418281083,0.24845111,0.40589320556272807,0.4297663138631943,0.19075774644790025,0.13782814274693325,0.12256989431431625,0.07982947027858354,
66,-0.003078890042520984,0.25906283,0.4066651658260734,0.4297663138631943,0.193080875882881,0.13782814274693325,0.12309552977262056,0.07982947027858354,
71,-0.0030023434794196604,0.267479,0.38884695183610624,0.4297663138631943,0.1873048796387827,0.13782814274693325,0.1235965832434446,0.07982947027858354,
76,-0.0024993119762164993,0.27505356,0.37681463495837286,0.4297663138631943,0.18463703844943505,0.13782814274693325,0.12412543834455804,0.07982947027858354,
81,-0.002399139226689869,0.28323555,0.35491906851526067,0.4297663138631943,0.17815543165338552,0.13782814274693325,0.12356645748755486,0.07982947027858354,
86,-0.0020344578319804957,0.28993475,0.34507954970577626,0.4297663138631943,0.17514487424622585,0.13782814274693325,0.12356363386863135,0.07982947027858354,
91,-0.002032042014232945,0.29473844,0.34561305040305684,0.4297663138631943,0.1742029322736845,0.13782814274693325,0.12299890742461783,0.07982947027858354,
96,-0.0019255362738364405,0.29995158,0.34677358148254434,0.4297663138631943,0.17375033622756847,0.13782814274693325,0.12261189529517215,0.07982947027858354,
100,-0.00201984288055464,0.30471763,0.3482518051395166,0.4297663138631943,0.17350691824475772,0.13782814274693325,0.12100914823077712,0.07982947027858354,
