epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.0025228040504298222,0.70839787,0.20720020798514838,0.4314340581031732,0.08172706121947036,0.1432470958313769,0.05454292658967242,0.08310230543650067,
6,-0.0028935839460462204,0.4550765,0.2086617296959877,0.4314340581031732,0.10372317336012439,0.1432470958313769,0.07952275839361907,0.08310230543650067,
11,-0.0030834634546031687,0.4218162,0.21539679770898276,0.4314340581031732,0.10013468314382828,0.1432470958313769,0.0743670096965547,0.08310230543650067,
16,-0.002954623386457738,0.38443074,0.2600060047365377,0.4314340581031732,0.11496200843908075,0.1432470958313769,0.08090838323250864,0.08310230543650067,
21,-0.002592833483242263,0.35162959,0.29252258963243966,0.4314340581031732,0.13228419844606334,0.1432470958313769,0.09103208377318373,0.08310230543650067,
26,-0.0025172379028532885,0.32265,0.3175140376395368,0.4314340581031732,0.1408405611182682,0.1432470958313769,0.0939753952341239,0.08310230543650067,
31,-0.0031285679508894315,0.2993164,0.31730329114383987,0.4314340581031732,0.13600327887846336,0.1432470958313769,0.08632700711464802,0.08310230543650067,
36,-0.0029075668900966816,0.27404276,0.33162357477427784,0.4314340581031732,0.14506725475784185,0.1432470958313769,0.0936032553412629,0.08310230543650067,
41,-0.0026467363707564275,0.25255874,0.33847099700470484,0.4314340581031732,0.1562747979156417,0.1432470958313769,0.10208542036114869,0.08310230543650067,
46,-0.0026336212540412976,0.23756497,0.3602725615808485,0.4314340581031732,0.17068727271400919,0.1432470958313769,0.11277283715958925,0.08310230543650067,
51,-0.002339950226348025,0.2246884,0.3685014914783162,0.4314340581031732,0.17357414476282498,0.1432470958313769,0.11284033660561937,0.08310230543650067,
56,-0.0028118001474478184,0.2354289,0.3708199179102989,0.4314340581031732,0.17233810931124968,0.1432470958313769,0.11432993319211328,0.08310230543650067,
61,-0.00349253765697461,0.25031283,0.37529848562315665,0.4314340581031732,0.16818923822062815,0.1432470958313769,0.10757959404708006,0.08310230543650067,
66,-0.003748290660079816,0.263541,0.35784307090527684,0.4314340581031732,0.1655423787360143,0.1432470958313769,0.10861563266328023,0.08310230543650067,
71,-0.003130134673700868,0.27213642,0.3565805147780963,0.4314340581031732,0.16861806384544856,0.1432470958313769,0.11115345287764163,0.08310230543650067,
76,-0.0029978034344937702,0.277929,0.3586740527438047,0.4314340581031732,0.17170264983651387,0.1432470958313769,0.11399070537783257,0.08310230543650067,
81,-0.0029642852030168,0.28334624,0.3598298735832589,0.4314340581031732,0.1761687956418424,0.1432470958313769,0.1171372616539808,0.08310230543650067,
86,-0.0028098655656454787,0.2863416,0.36065219206707244,0.4314340581031732,0.177131668640306,0.1432470958313769,0.11939343395245576,0.08310230543650067,
91,-0.0028224990560233136,0.2883134,0.37499028737351314,0.4314340581031732,0.18302851291175884,0.1432470958313769,0.12168878664869255,0.08310230543650067,
96,-0.0024992765544140897,0.28979665,0.390380787414321,0.4314340581031732,0.193557050087351,0.1432470958313769,0.13131332642024335,0.08310230543650067,
100,-0.0024368547411272408,0.29377836,0.3794690690085926,0.4314340581031732,0.1913439466569257,0.1432470958313769,0.13282440023727923,0.08310230543650067,
