epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.009396704538044549,1.6590738,0.46339538458204704,0.6684506681623353,0.16925182183995557,0.3495878444071133,0.09864601108466675,0.18329727056442546,
6,-0.016435378720738324,1.1084282,0.3350423173719346,0.6684506681623353,0.13718206345564918,0.3495878444071133,0.09084267446827687,0.18329727056442546,
11,-0.016225760874772125,1.013666,0.40102010911086056,0.6684506681623353,0.17118607295113736,0.3495878444071133,0.104233990342246,0.18329727056442546,
16,-0.015787086337506036,0.9474833,0.4545305510591636,0.6684506681623353,0.20892989489590244,0.3495878444071133,0.12157083588361513,0.18329727056442546,
21,-0.013417338304825032,0.8851364,0.4841390674805638,0.6684506681623353,0.23776262995818703,0.3495878444071133,0.13826846444127033,0.18329727056442546,
26,-0.013376740951044044,0.83140683,0.5056814068833935,0.6684506681623353,0.2537173389749748,0.3495878444071133,0.14856144428072388,0.18329727056442546,
31,-0.011065902577493136,0.7839142,0.5286019112280562,0.6684506681623353,0.27869116302603536,0.3495878444071133,0.16509793857320726,0.18329727056442546,
36,-0.012484932940752804,0.7381651,0.5438651628547229,0.6684506681623353,0.2878590787056939,0.3495878444071133,0.16751913867893883,0.18329727056442546,
41,-0.015424837613272518,0.7047134,0.5540114646896416,0.6684506681623353,0.29492100453809733,0.3495878444071133,0.1674969599264398,0.18329727056442546,
46,-0.012964269615143218,0.67481947,0.5660988778087503,0.6684506681623353,0.31052030876680464,0.3495878444071133,0.1814528723296133,0.18329727056442546,
51,-0.010778139054338344,0.6504265,0.583673257749009,0.6684506681623353,0.3221378356281404,0.3495878444071133,0.18952799233741505,0.18329727056442546,
56,-0.012164671150966538,0.68679684,0.6548023445941191,0.6684506681623353,0.378783359548549,0.3495878444071133,0.21480230145372853,0.18329727056442546,
61,-0.011486065889657612,0.707384,0.6447258247362484,0.6684506681623353,0.3641325394075134,0.3495878444071133,0.2099491393765688,0.18329727056442546,
66,-0.01168063932964556,0.71724343,0.6116545114940546,0.6684506681623353,0.33166493757761994,0.3495878444071133,0.19621369599432673,0.18329727056442546,
71,-0.013635853441942495,0.72740513,0.5864996188637288,0.6684506681623353,0.3097839326375808,0.3495878444071133,0.18175912574978703,0.18329727056442546,
76,-0.014678265178400974,0.7407655,0.5716904153946105,0.6684506681623353,0.29469339868669236,0.3495878444071133,0.1717887243794981,0.18329727056442546,
81,-0.016778816860078472,0.75262934,0.5699816126946836,0.6684506681623353,0.2925746390966636,0.3495878444071133,0.16937111756228085,0.18329727056442546,
86,-0.017079652156137024,0.76369554,0.5634745089102239,0.6684506681623353,0.2895499737246287,0.3495878444071133,0.1650508745238548,0.18329727056442546,
91,-0.016332509446422172,0.7744536,0.5736211120656717,0.6684506681623353,0.3014026084324169,0.3495878444071133,0.177533243717674,0.18329727056442546,
96,-0.01290588497689772,0.7896359,0.5819689160912602,0.6684506681623353,0.32210954649973916,0.3495878444071133,0.1950618123176773,0.18329727056442546,
100,-0.012929138387773991,0.8006603,0.5802601001020399,0.6684506681623353,0.3208510051138866,0.3495878444071133,0.19470873886999232,0.18329727056442546,
