epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.02135102589757464,4.6576333,0.21831128051817172,0.46382363548814026,0.07775397702455598,0.15648936853009066,0.04784955210816631,0.08202673902608573,
6,-0.02065983904236409,3.420549,0.2958944527215086,0.46382363548814026,0.12604107896918676,0.15648936853009066,0.08620759649648119,0.08202673902608573,
11,-0.021256102812401104,3.0023534,0.3688034627422729,0.46382363548814026,0.15254524165458086,0.15648936853009066,0.09358540812072964,0.08202673902608573,
16,-0.01980721653796292,2.6077034,0.40857577541411555,0.46382363548814026,0.17445434180852595,0.15648936853009066,0.10431391138190665,0.08202673902608573,
21,-0.022052074470038662,2.2715597,0.42733556850184506,0.46382363548814026,0.18130126382700323,0.15648936853009066,0.10338533523199184,0.08202673902608573,
26,-0.01947337594780633,1.9945866,0.4535524933336323,0.46382363548814026,0.20548934957325085,0.15648936853009066,0.11968240507071025,0.08202673902608573,
31,-0.018987360813751523,1.797485,0.46149464257678435,0.46382363548814026,0.21613544172512184,0.15648936853009066,0.12601106976925686,0.08202673902608573,
36,-0.020235367421760252,1.613528,0.4762410172092158,0.46382363548814026,0.22831403832960376,0.15648936853009066,0.1313508884947737,0.08202673902608573,
41,-0.020285875344473587,1.503439,0.4745856961568166,0.46382363548814026,0.2316749366362781,0.15648936853009066,0.13286013766949503,0.08202673902608573,
46,-0.02145871850407787,1.4183711,0.46559277387089354,0.46382363548814026,0.22934275727935338,0.15648936853009066,0.13251180630604675,0.08202673902608573,
51,-0.02211856355869456,1.3758703,0.4822676314993169,0.46382363548814026,0.239365784177991,0.15648936853009066,0.1388251793281585,0.08202673902608573,
56,-0.02128452139788987,1.420866,0.5234040258789275,0.46382363548814026,0.2583651233787899,0.15648936853009066,0.1442850813567419,0.08202673902608573,
61,-0.020505857776737847,1.4754977,0.5433123090351651,0.46382363548814026,0.26731204160828675,0.15648936853009066,0.14896249843391357,0.08202673902608573,
66,-0.021053396149440518,1.5377171,0.5378397827408765,0.46382363548814026,0.26004891409257586,0.15648936853009066,0.1465442247142265,0.08202673902608573,
71,-0.020497079256833802,1.5912725,0.534348843220417,0.46382363548814026,0.2577028048637156,0.15648936853009066,0.14691076685463833,0.08202673902608573,
76,-0.020277524376329063,1.6406019,0.5201964823717559,0.46382363548814026,0.2440466497381067,0.15648936853009066,0.141057326900752,0.08202673902608573,
81,-0.02111956290379233,1.6966566,0.504024125797653,0.46382363548814026,0.23135084942454207,0.15648936853009066,0.13329461019631714,0.08202673902608573,
86,-0.021757864476691695,1.7470955,0.5070444563723875,0.46382363548814026,0.2315249931349652,0.15648936853009066,0.13121059706576432,0.08202673902608573,
91,-0.022575962880573605,1.7641132,0.5069929861854858,0.46382363548814026,0.23050194227469253,0.15648936853009066,0.13238757569901888,0.08202673902608573,
96,-0.02173414662709904,1.7903683,0.511154768425268,0.46382363548814026,0.23870220214537166,0.15648936853009066,0.13709611320937817,0.08202673902608573,
100,-0.021742319244629785,1.8122284,0.5072224776547939,0.46382363548814026,0.23727723142514853,0.15648936853009066,0.13636468025923498,0.08202673902608573,
