epochs, EmbeddingSimilarity,nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,-0.021926527145323678,4.7000556,0.22594014389983186,0.5303420206781949,0.07845600228465419,0.21528010383822868,0.04714588902842122,0.10195588430397531,
6,-0.02374193563066472,3.4209325,0.30061465295517725,0.5303420206781949,0.1132186402610433,0.21528010383822868,0.06970846662893505,0.10195588430397531,
11,-0.023629333775464265,3.0006528,0.34266929282425357,0.5303420206781949,0.13457220414481322,0.21528010383822868,0.08077558260110645,0.10195588430397531,
16,-0.020495880790330392,2.6229866,0.3999652386628085,0.5303420206781949,0.17085136839159826,0.21528010383822868,0.10335096613060266,0.10195588430397531,
21,-0.022072097896872558,2.266075,0.4302441056430588,0.5303420206781949,0.18654429032463352,0.21528010383822868,0.10568893371839463,0.10195588430397531,
26,-0.024022906947062703,2.022541,0.43022688316110164,0.5303420206781949,0.18891706709767236,0.21528010383822868,0.10415683862721539,0.10195588430397531,
31,-0.019619913422581497,1.7991232,0.46033607056263903,0.5303420206781949,0.21240304116166364,0.21528010383822868,0.12176514373801474,0.10195588430397531,
36,-0.021883148030696672,1.6098888,0.4675411966251498,0.5303420206781949,0.21997358328785202,0.21528010383822868,0.12384402153311991,0.10195588430397531,
41,-0.02237353549449219,1.4777807,0.4686035580214766,0.5303420206781949,0.22727218532385324,0.21528010383822868,0.1283065458327614,0.10195588430397531,
46,-0.02030015140440741,1.3952281,0.4794000571901357,0.5303420206781949,0.23850395792313311,0.21528010383822868,0.13856080507533317,0.10195588430397531,
51,-0.020033804826959812,1.340266,0.4876837411829297,0.5303420206781949,0.24218784213389252,0.21528010383822868,0.13965945139228894,0.10195588430397531,
56,-0.02025095972249127,1.4062158,0.527764616387848,0.5303420206781949,0.2626518805038354,0.21528010383822868,0.1465569591490746,0.10195588430397531,
61,-0.01945063879164225,1.471474,0.543621588052006,0.5303420206781949,0.2706110257151077,0.21528010383822868,0.14953990631223082,0.10195588430397531,
66,-0.020254114172584936,1.5280241,0.5426749335488225,0.5303420206781949,0.2679553598482445,0.21528010383822868,0.14954280760670313,0.10195588430397531,
71,-0.020550976095934797,1.5760256,0.5412820993905095,0.5303420206781949,0.2618837792841996,0.21528010383822868,0.14656071115030325,0.10195588430397531,
76,-0.02132394294301717,1.6064539,0.5279730978702987,0.5303420206781949,0.2537296974101815,0.21528010383822868,0.14083602407630247,0.10195588430397531,
81,-0.023196134897111483,1.6411593,0.5223950741779048,0.5303420206781949,0.24658690649053636,0.21528010383822868,0.13533176598755553,0.10195588430397531,
86,-0.024012765033771363,1.6819619,0.5094538857546809,0.5303420206781949,0.23583320721121112,0.21528010383822868,0.1288328682129328,0.10195588430397531,
91,-0.023863956374486326,1.7259709,0.5035539498175663,0.5303420206781949,0.23303143035024526,0.21528010383822868,0.12829788712671938,0.10195588430397531,
96,-0.024564068971967307,1.7614076,0.48942381395519924,0.5303420206781949,0.22247594808708468,0.21528010383822868,0.12342735176567243,0.10195588430397531,
100,-0.02422030648807773,1.7871343,0.48375374262685256,0.5303420206781949,0.22134679975613533,0.21528010383822868,0.12351321784975965,0.10195588430397531,
