epochs, nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,1.4161532,0.23547467618505397,0.6868318672816961,0.07751642000449296,0.3549702513156868,0.04376209053890019,0.16492066971909605,
6,0.9191329,0.3209522794824548,0.6868318672816961,0.13423335256598332,0.3549702513156868,0.07629169214225254,0.16492066971909605,
11,0.82676923,0.40004698139798645,0.6868318672816961,0.19079337827820717,0.3549702513156868,0.10254382784642775,0.16492066971909605,
16,0.77411306,0.4179506712098891,0.6868318672816961,0.20788912373158755,0.3549702513156868,0.1154810991189457,0.16492066971909605,
21,0.7355183,0.44637981128645426,0.6868318672816961,0.22962751524373104,0.3549702513156868,0.1262540632527428,0.16492066971909605,
26,0.7058256,0.45433517572316257,0.6868318672816961,0.2370797739111105,0.3549702513156868,0.13216710064848525,0.16492066971909605,
31,0.68021464,0.46497653443786047,0.6868318672816961,0.2483487369326681,0.3549702513156868,0.13657114209603036,0.16492066971909605,
36,0.6622819,0.47552172162572026,0.6868318672816961,0.25375083571606855,0.3549702513156868,0.14089991193939921,0.16492066971909605,
41,0.64662004,0.47773024871499276,0.6868318672816961,0.25780062513196966,0.3549702513156868,0.14314400369922245,0.16492066971909605,
46,0.6308502,0.47757447597895675,0.6868318672816961,0.2570098028561705,0.3549702513156868,0.1430928148579561,0.16492066971909605,
51,0.6252332,0.5069440985295426,0.6868318672816961,0.27797490775027683,0.3549702513156868,0.15539770702696362,0.16492066971909605,
56,0.6480798,0.5398238945765992,0.6868318672816961,0.28944673333848553,0.3549702513156868,0.16284069542061264,0.16492066971909605,
61,0.6679122,0.5387263061420201,0.6868318672816961,0.2836749115787403,0.3549702513156868,0.15830643271514763,0.16492066971909605,
66,0.68575835,0.5255864437986452,0.6868318672816961,0.27713906689982526,0.3549702513156868,0.15287566126680757,0.16492066971909605,
71,0.7156728,0.5113108770708722,0.6868318672816961,0.2759224279810999,0.3549702513156868,0.16045767107185763,0.16492066971909605,
76,0.76381665,0.4536337397107304,0.6868318672816961,0.25089617160360295,0.3549702513156868,0.1536491648571862,0.16492066971909605,
81,0.8435237,0.41401516923883924,0.6868318672816961,0.2333206975650581,0.3549702513156868,0.14245189553099966,0.16492066971909605,
86,0.81558603,0.4289109058277062,0.6868318672816961,0.24089857935320183,0.3549702513156868,0.14765719887628045,0.16492066971909605,
91,0.7921079,0.458032576417703,0.6868318672816961,0.25824680738887,0.3549702513156868,0.15634966597412672,0.16492066971909605,
96,0.7887931,0.48096429905652016,0.6868318672816961,0.27117376970672163,0.3549702513156868,0.16122475810006695,0.16492066971909605,
100,0.78154033,0.4906277138664991,0.6868318672816961,0.2685017343185068,0.3549702513156868,0.15445527566447015,0.16492066971909605,
