epochs, nll-test,Bleu_2,Self-Bleu_2,Bleu_3,Self-Bleu_3,Bleu_4,Self-Bleu_4,
1,1.3916667,0.26632760363538716,0.6713417263301314,0.08847927840989205,0.3455119496402509,0.05025192276642151,0.16156463470917085,
6,0.90527135,0.34279797677407703,0.6713417263301314,0.1420736900684063,0.3455119496402509,0.0801061144400799,0.16156463470917085,
11,0.8251525,0.40700842490270395,0.6713417263301314,0.1889037179687456,0.3455119496402509,0.10284174102896311,0.16156463470917085,
16,0.76895165,0.45130282319925363,0.6713417263301314,0.2259795805341088,0.3455119496402509,0.12240349191190332,0.16156463470917085,
21,0.728188,0.4738750241591926,0.6713417263301314,0.24454182011399764,0.3455119496402509,0.13416581323022198,0.16156463470917085,
26,0.6969305,0.46411269572068203,0.6713417263301314,0.23883007773226897,0.3455119496402509,0.1314596292974258,0.16156463470917085,
31,0.67306733,0.4550975525070506,0.6713417263301314,0.23107758254121719,0.3455119496402509,0.12332354961013688,0.16156463470917085,
36,0.65750986,0.4331416989125807,0.6713417263301314,0.22124704171903756,0.3455119496402509,0.11515560832804493,0.16156463470917085,
41,0.6285764,0.5021409829760323,0.6713417263301314,0.2627997278664998,0.3455119496402509,0.14307874597054668,0.16156463470917085,
46,0.6115951,0.5046629918615964,0.6713417263301314,0.265234765053113,0.3455119496402509,0.1447844208685407,0.16156463470917085,
51,0.62290275,0.5408278734586563,0.6713417263301314,0.2918472404329563,0.3455119496402509,0.1632227554449045,0.16156463470917085,
56,0.61075544,0.559262032230043,0.6713417263301314,0.3154889823114162,0.3455119496402509,0.18018893092819815,0.16156463470917085,
61,0.6361613,0.5700453665725754,0.6713417263301314,0.31629266697452996,0.3455119496402509,0.18673848487783948,0.16156463470917085,
66,0.62394595,0.5165486465021705,0.6713417263301314,0.27818874495078694,0.3455119496402509,0.1582884641060066,0.16156463470917085,
71,0.67013925,0.5687618955722354,0.6713417263301314,0.3044895628299534,0.3455119496402509,0.17688821632045099,0.16156463470917085,
76,0.65214384,0.5431423725228605,0.6713417263301314,0.28527944971655844,0.3455119496402509,0.1617368283806866,0.16156463470917085,
81,0.682735,0.5705582229293759,0.6713417263301314,0.3032436406859543,0.3455119496402509,0.17268212653559425,0.16156463470917085,
86,0.66652995,0.571868888028544,0.6713417263301314,0.3108376779931289,0.3455119496402509,0.17335034154689785,0.16156463470917085,
91,0.6995793,0.5855529228152861,0.6713417263301314,0.32754437674591536,0.3455119496402509,0.1846671110198452,0.16156463470917085,
96,0.6939104,0.5658291880534029,0.6713417263301314,0.3111596129317325,0.3455119496402509,0.17623810404651,0.16156463470917085,
100,0.71462363,0.5312404700800363,0.6713417263301314,0.2797323437324525,0.3455119496402509,0.16329071446144222,0.16156463470917085,
